id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temperature,egg_yolk_count,final_temperature,lemon_zest_ph,notes_baker,origin,oven_temperature,pastry_type,preheating_time,salt_ratio,sugar_content,vanilla_extract
6069,50.0,22,30,98.9,117.0,10.0,334.0,3.1,,Lisboa,335.0,Pastel de Nata,230.0,38.8,90.8,5.8
6070,47.0,23,37,100.6,81.0,9.0,344.0,3.0,,Lisboa,349.0,,219.0,49.5,128.1,4.7
6071,51.0,22,31,105.5,142.0,9.0,449.0,3.2,,Lisboa,462.0,Pastel de Nata,199.0,39.83,104.7,5.2
6072,73.0,25,22,96.8,118.0,10.0,318.0,3.2,,Lisboa,335.0,,198.0,44.58,68.9,4.9
6073,79.0,24,33,94.6,46.0,12.0,186.0,3.2,,Lisboa,185.0,Pastel de Nata,200.0,43.94,13.0,5.8
6074,43.0,23,31,98.0,47.0,11.0,163.0,3.0,,Lisboa,162.0,Pastel de nata,227.0,38.82,9.8,5.4
6075,40.0,24,35,99.2,56.0,11.0,277.0,3.2,,Lisboa,283.0,,199.0,53.16,20.1,5.0
6076,52.0,34,8,101.2,46.0,10.0,115.0,3.4,,porto,101.0,Pastel De Nata,193.0,67.13,21.3,6.4
6077,50.0,46,13,94.7,34.0,10.0,70.0,3.2,,Porto,81.0,N/A,207.0,75.18,19.7,5.6
6078,60.0,21,18,100.6,89.0,11.0,294.0,3.2,,Lisboa,294.0,Pastel de Nata,174.0,44.72,22.1,4.3
6079,74.0,28,24,98.0,116.0,10.0,316.0,3.1,,Lisboa,297.0,N/A,198.0,57.03,91.8,4.1
6080,42.0,29,43,97.8,22.0,10.0,76.0,3.3,,Porto,72.0,,321.0,123.13,17.7,7.3
6081,42.0,35,39,96.2,73.0,12.0,263.0,3.2,,Lisboa,256.0,Pastel Nata,211.0,29.9,34.6,3.9
6082,66.0,26,27,98.0,68.0,12.0,232.0,3.1,,Lisboa,220.0,Pastel de Nata,240.0,39.17,26.0,5.6
6083,63.0,23,32,102.5,100.0,9.0,291.0,3.3,,Lisboa,298.0,Pastel De Nata,202.0,44.24,162.0,4.6
6084,57.0,25,27,95.3,36.0,13.0,168.0,3.2,,Lisboa,164.0,Pastel Nata,176.0,23.35,17.4,5.3
6085,77.0,24,28,96.1,72.0,13.0,251.0,3.2,,lisboa,252.0,,193.0,38.02,157.4,4.3
6086,60.0,37,0,100.1,22.0,10.0,69.0,3.2,,Porto,71.0,,257.0,69.04,13.8,6.5
6087,44.0,25,44,99.2,74.0,11.0,254.0,3.3,,Lisboa,262.0,,256.0,59.55,75.8,7.6
6088,73.0,21,66,97.2,86.0,8.0,229.0,3.0,,Lisboa,251.0,Pastel De Nata,231.0,46.82,107.2,3.6
6089,77.0,34,43,101.1,22.0,10.0,86.0,3.1,,Porto,92.0,N/A,335.0,92.21,13.4,6.5
6090,50.0,41,29,99.1,120.0,12.0,267.0,3.5,,Lisboa,280.0,N/A,180.0,37.62,34.6,4.5
6091,55.0,25,40,99.0,54.0,13.0,194.0,3.1,,,196.0,Pastel de Nata,191.0,28.42,68.3,8.0
6092,69.0,26,33,98.9,90.0,11.0,333.0,3.2,,lisboa,336.0,Pastel de nata,186.0,40.94,48.2,5.4
6093,69.0,33,15,98.4,30.0,10.0,96.0,3.3,,Porto,92.0,Pastel Nata,208.0,77.24,20.1,5.0
6094,68.0,26,43,99.2,46.0,13.0,192.0,3.2,,Lisboa,197.0,Pastel de Nata,246.0,32.1,12.0,3.2
6095,50.0,57,20,99.6,39.0,11.0,126.0,3.3,,Porto,140.0,,223.0,46.19,20.2,4.3
6096,,38,23,98.0,47.0,11.0,115.0,3.2,,Porto,122.0,Pastel De Nata,324.0,90.79,26.6,6.5
6097,76.0,40,19,99.8,22.0,10.0,85.0,3.3,,Porto,81.0,Pastel de Nata,235.0,80.63,23.9,5.8
6098,40.0,22,36,99.4,128.0,10.0,308.0,3.4,,Lisboa,316.0,Pastel Nata,206.0,51.1,149.3,8.2
6099,66.0,23,24,95.4,64.0,11.0,246.0,3.7,,Lisboa,252.0,N/A,181.0,44.85,23.8,7.3
6100,56.0,22,26,101.0,143.0,10.0,312.0,3.1,,Lisboa,321.0,Pastel de nata,188.0,43.3,107.0,5.3
6101,58.0,27,2,100.5,59.0,12.0,222.0,3.4,,Lisboa,206.0,Pastel Nata,156.0,30.96,16.0,3.4
6102,75.0,26,52,98.9,146.0,9.0,351.0,3.0,,Lisboa,344.0,Pastel De Nata,202.0,56.33,135.4,4.3
6103,73.0,42,51,96.5,22.0,10.0,90.0,3.1,,porto,90.0,N/A,350.0,71.36,13.8,6.2
6104,45.0,28,45,100.2,68.0,10.0,269.0,3.4,,Lisboa,271.0,Pastel Nata,238.0,53.22,,4.9
6105,40.0,26,36,99.4,58.0,10.0,269.0,3.2,,Lisboa,260.0,,236.0,90.03,15.9,4.4
6106,46.0,22,29,98.9,74.0,10.0,282.0,3.1,,Lisboa,287.0,,195.0,41.42,83.6,7.3
6107,51.0,22,34,95.3,103.0,10.0,306.0,3.1,,Lisboa,294.0,N/A,210.0,45.3,81.8,5.0
6108,46.0,40,0,100.3,42.0,10.0,93.0,3.4,,Porto,99.0,Pastel Nata,213.0,73.69,18.3,7.2
6109,79.0,24,43,97.1,118.0,11.0,268.0,3.1,,Lisboa,272.0,,183.0,48.35,108.5,5.4
6110,45.0,40,55,100.4,16.0,10.0,63.0,3.4,,Porto,64.0,Pastel de Nata,215.0,110.43,20.9,5.6
6111,74.0,26,52,98.2,32.0,12.0,85.0,3.2,,Porto,87.0,,257.0,90.01,37.2,6.7
6112,64.0,32,17,98.8,76.0,14.0,220.0,3.2,,Lisboa,213.0,Pastel De Nata,147.0,37.04,19.2,8.7
6113,71.0,24,53,95.8,86.0,9.0,240.0,3.0,,Lisboa,235.0,,197.0,46.57,121.2,5.4
6114,78.0,23,75,99.0,115.0,9.0,350.0,3.2,,Lisboa,359.0,Pastel de nata,191.0,46.44,78.0,4.2
6115,55.0,29,35,100.7,77.0,12.0,246.0,2.9,,Lisboa,244.0,Pastel Nata,257.0,54.6,59.1,4.9
6116,70.0,29,51,97.4,48.0,13.0,164.0,2.9,,LISBOA,165.0,Pastel de Nata,273.0,100.75,20.2,5.9
6117,55.0,17,67,100.2,54.0,11.0,235.0,3.0,,Lisboa,245.0,Pastel de Nata,273.0,45.73,16.1,4.6
6118,51.0,38,9,101.3,23.0,10.0,70.0,3.5,,Porto ,83.0,N/A,205.0,79.67,29.3,6.0
6119,58.0,35,25,99.0,39.0,9.0,103.0,3.5,,Porto,107.0,Pastel Nata,242.0,77.36,18.7,6.5
6120,44.0,18,29,96.3,74.0,10.0,179.0,3.1,,Lisboa,196.0,,180.0,44.5,97.8,3.7
6121,64.0,22,28,97.8,63.0,12.0,173.0,3.1,,Lisboa,187.0,Pastel Nata,189.0,31.01,67.1,3.4
6122,47.0,42,7,95.3,62.0,9.0,260.0,3.4,,Lisboa,259.0,Pastel de Nata,201.0,63.85,95.9,4.6
6123,71.0,24,29,98.0,63.0,11.0,217.0,3.3,,Lisboa,209.0,Pastel Nata,193.0,37.22,26.8,4.1
6124,57.0,24,18,98.1,51.0,9.0,230.0,3.2,,Lisboa,224.0,Pastel Nata,196.0,39.66,151.6,5.0
6125,65.0,32,34,98.0,68.0,10.0,147.0,3.3,,Porto,137.0,N/A,224.0,79.02,27.9,6.2
6126,60.0,23,39,98.5,112.0,9.0,333.0,3.1,,Lisboa,337.0,N/A,200.0,54.32,81.3,5.3
6127,71.0,23,51,97.8,61.0,11.0,286.0,3.1,,Lisboa,287.0,N/A,230.0,47.85,26.0,4.9
6128,69.0,30,43,97.8,28.0,12.0,84.0,3.4,,Porto,82.0,N/A,233.0,88.7,19.4,6.6
6129,53.0,23,29,100.4,73.0,9.0,286.0,3.3,,Lisboa,295.0,Pastel Nata,201.0,52.75,108.8,4.5
6130,41.0,19,20,101.1,62.0,10.0,258.0,3.1,,Lisboa,250.0,Pastel Nata,169.0,50.77,60.0,5.5
6131,58.0,40,33,97.9,16.0,13.0,138.0,3.3,,Lisboa,141.0,Pastel de nata,158.0,31.34,14.0,3.7
6132,65.0,27,35,97.5,60.0,11.0,190.0,3.3,,Lisboa,191.0,Pastel Nata,171.0,37.48,74.6,5.2
6133,74.0,18,29,101.4,67.0,11.0,259.0,3.7,,lisboa,266.0,,181.0,31.49,59.2,4.5
6134,56.0,24,32,98.4,74.0,13.0,227.0,3.0,,Lisboa,229.0,Pastel Nata,244.0,27.71,15.4,4.0
6135,60.0,24,35,98.7,87.0,10.0,267.0,3.4,,Lisboa,260.0,,208.0,40.28,124.4,8.1
6136,40.0,24,30,97.6,88.0,9.0,231.0,3.6,,Lisboa,219.0,,179.0,36.39,10.3,4.8
6137,47.0,21,31,98.0,44.0,12.0,137.0,3.2,,Lisboa,139.0,,149.0,49.51,17.3,3.5
6138,51.0,19,38,97.0,80.0,11.0,241.0,3.3,,Lisboa,214.0,N/A,206.0,37.97,14.7,5.9
6139,64.0,24,11,98.3,187.0,10.0,318.0,3.2,,Lisboa,304.0,Pastel Nata,203.0,39.37,12.8,4.1
6140,72.0,17,46,96.0,108.0,11.0,221.0,3.0,,Lisboa,217.0,Pastel de Nata,216.0,43.73,12.9,4.4
6141,45.0,21,39,97.4,136.0,13.0,311.0,3.1,,Lisboa,320.0,,238.0,34.14,18.0,7.3
6142,51.0,26,40,102.0,49.0,13.0,199.0,3.2,,Lisboa,180.0,N/A,211.0,23.87,35.4,5.3
6143,65.0,33,26,97.7,131.0,12.0,299.0,3.1,,Lisboa,292.0,Pastel de Nata,213.0,55.81,83.0,3.7
6144,40.0,27,38,96.6,100.0,12.0,297.0,3.3,,Lisboa,291.0,Pastel de Nata,221.0,40.27,51.0,4.8
6145,73.0,24,23,96.7,104.0,9.0,393.0,3.2,,Lisboa,386.0,Pastel de Nata,168.0,56.56,120.3,4.3
6146,60.0,31,53,99.0,54.0,10.0,129.0,3.2,,Porto,131.0,N/A,316.0,76.35,32.7,8.8
6147,56.0,17,28,101.1,77.0,9.0,187.0,3.2,,Lisboa,193.0,Pastel de Nata,200.0,56.37,141.3,3.9
6148,40.0,28,13,96.5,86.0,10.0,288.0,3.3,,Lisboa,281.0,N/A,191.0,33.75,88.7,4.9
6149,43.0,22,42,101.3,68.0,13.0,186.0,3.2,,Lisboa,202.0,Pastel De Nata,218.0,31.65,22.8,5.5
6150,66.0,18,34,97.7,62.0,12.0,208.0,3.1,,Lisboa,211.0,Pastel de nata,192.0,43.69,18.3,7.8
6151,57.0,20,27,97.1,55.0,11.0,200.0,3.1,,Lisboa,190.0,Pastel De Nata,182.0,48.02,66.8,4.2
6152,62.0,24,31,97.7,28.0,12.0,175.0,3.0,,Lisboa,165.0,Pastel De Nata,229.0,39.72,35.7,3.0
6153,73.0,20,41,100.7,28.0,11.0,196.0,3.0,,Lisboa,204.0,Pastel de nata,249.0,45.11,15.5,6.7
6154,48.0,23,48,92.1,67.0,11.0,167.0,3.1,,Lisboa,182.0,Pastel Nata,228.0,27.55,32.0,3.2
6155,77.0,26,29,100.0,79.0,12.0,264.0,3.3,,Lisboa,258.0,Pastel De Nata,194.0,38.99,25.3,3.7
6156,72.0,18,29,95.7,75.0,9.0,285.0,2.9,,Lisboa,282.0,Pastel de nata,212.0,48.85,172.1,4.2
6157,41.0,27,42,98.6,124.0,10.0,304.0,3.3,,Lisboa,307.0,,185.0,37.07,175.2,5.9
6158,44.0,23,33,99.1,143.0,9.0,322.0,3.3,,Lisboa,328.0,N/A,229.0,44.68,135.3,7.3
6159,47.0,24,32,97.1,81.0,13.0,225.0,3.0,,Lisboa,220.0,Pastel De Nata,234.0,29.94,84.4,4.2
6160,68.0,26,30,102.5,79.0,9.0,243.0,3.1,,Lisboa,264.0,N/A,206.0,51.93,75.7,3.9
6161,78.0,27,30,96.8,64.0,11.0,179.0,3.4,,Lisboa,180.0,Pastel Nata,219.0,28.15,64.6,4.2
6162,43.0,23,42,99.9,70.0,9.0,250.0,3.2,,Lisboa,261.0,Pastel de nata,188.0,41.82,97.4,4.7
6163,67.0,24,39,97.8,114.0,9.0,352.0,2.9,,Lisboa,341.0,,223.0,66.6,200.9,4.3
6164,68.0,20,48,97.1,71.0,9.0,341.0,2.9,,Lisboa,345.0,Pastel de Nata,207.0,50.15,146.9,7.7
6165,42.0,25,9,96.2,123.0,10.0,259.0,3.2,,Lisboa,263.0,Pastel De Nata,210.0,41.03,14.2,4.5
6166,57.0,25,48,98.7,131.0,9.0,329.0,3.0,,Lisboa,323.0,N/A,222.0,36.91,129.1,3.5
6167,42.0,20,31,98.4,144.0,11.0,278.0,3.5,,Lisboa,279.0,,188.0,47.69,11.0,5.8
6168,76.0,39,5,97.7,41.0,11.0,107.0,3.3,,Porto,104.0,Pastel de nata,219.0,80.23,22.8,6.1
6169,76.0,21,30,96.0,77.0,11.0,184.0,3.2,,Lisboa,187.0,Pastel De Nata,165.0,33.66,8.8,3.5
6170,63.0,22,32,95.5,95.0,9.0,340.0,3.1,,Lisboa,329.0,,244.0,58.52,176.0,4.9
6171,43.0,56,0,100.8,20.0,12.0,68.0,3.5,,Porto,74.0,Pastel de nata,213.0,90.4,18.3,4.2
6172,64.0,27,45,96.2,22.0,11.0,59.0,3.1,, Porto,62.0,N/A,316.0,78.95,18.7,4.6
6173,80.0,29,41,98.6,22.0,12.0,76.0,3.1,,Porto,65.0,,276.0,106.1,24.1,5.9
6174,70.0,19,35,98.0,40.0,12.0,143.0,3.4,,Porto,137.0,Pastel de nata,237.0,68.38,26.7,7.9
6175,60.0,18,39,96.3,87.0,12.0,197.0,2.9,,Lisboa,,Pastel de nata,253.0,25.23,80.2,3.6
6176,52.0,40,13,98.1,22.0,9.0,81.0,3.3,,Porto,86.0,Pastel de nata,240.0,85.29,25.8,6.0
6177,59.0,35,24,100.9,20.0,10.0,102.0,3.4,,Porto,103.0,Pastel De Nata,219.0,68.07,22.9,4.7
6178,77.0,42,11,95.8,20.0,10.0,50.0,3.4,,Porto,67.0,Pastel Nata,238.0,116.69,58.7,6.6
6179,70.0,43,12,96.7,18.0,14.0,90.0,3.3,,Lisboa,66.0,Pastel De Nata,143.0,13.22,11.1,3.6
6180,55.0,28,27,96.7,99.0,12.0,270.0,3.2,, Lisboa,273.0,Pastel De Nata,182.0,34.81,63.3,4.5
6181,66.0,18,72,97.6,115.0,9.0,333.0,3.0,,Lisboa,333.0,N/A,240.0,34.8,180.4,4.0
6182,49.0,34,14,97.1,30.0,10.0,83.0,3.5,,Porto,84.0,Pastel Nata,216.0,75.84,17.9,5.9
6183,64.0,35,29,97.6,50.0,10.0,227.0,2.9,,,254.0,Pastel de Nata,263.0,110.25,19.0,19.6
6184,68.0,18,25,99.9,64.0,9.0,279.0,2.9,,Lisboa,270.0,Pastel De Nata,204.0,45.0,140.8,4.7
6185,55.0,34,46,95.4,55.0,11.0,247.0,3.2,,Lisboa,240.0,,234.0,37.36,11.3,4.4
6186,49.0,35,13,94.5,78.0,11.0,132.0,3.4,,Porto,143.0,N/A,212.0,73.58,25.3,5.9
6187,57.0,18,32,99.2,76.0,10.0,228.0,3.0,,Lisboa,236.0,,190.0,32.83,27.9,4.9
6188,56.0,24,17,97.3,52.0,9.0,222.0,3.1,,Lisboa,226.0,N/A,183.0,38.25,145.9,4.8
6189,51.0,23,35,97.2,71.0,11.0,188.0,2.9,,Lisboa,190.0,Pastel De Nata,274.0,27.16,11.9,3.8
6190,51.0,41,0,99.6,38.0,9.0,108.0,3.4,,Porto,107.0,Pastel De Nata,213.0,93.29,19.4,5.7
6191,47.0,38,22,97.2,68.0,9.0,166.0,3.2,,Lisboa,178.0,Pastel Nata,216.0,29.48,7.9,3.1
6192,53.0,32,41,97.8,37.0,10.0,139.0,3.2,,porto,128.0,Pastel de Nata,313.0,92.16,26.3,6.5
6193,71.0,29,1,97.8,62.0,14.0,125.0,3.7,,Porto,141.0,Pastel de nata,142.0,46.31,16.1,7.7
6194,79.0,30,38,100.2,56.0,13.0,98.0,3.4,,Porto,112.0,Pastel de nata,212.0,65.36,27.8,7.1
6195,47.0,27,36,101.0,102.0,11.0,319.0,3.2,,Lisboa,315.0,,213.0,56.57,148.8,5.4
6196,59.0,22,23,97.9,22.0,12.0,250.0,3.3,,Lisboa,234.0,,205.0,53.11,18.4,7.0
6197,73.0,25,36,98.4,67.0,13.0,268.0,3.0,,Lisboa,265.0,,239.0,28.39,84.5,3.3
6198,54.0,24,41,98.4,143.0,,409.0,3.1,,Lisboa,390.0,Pastel Nata,219.0,43.0,138.9,6.0
6199,69.0,24,44,98.2,104.0,9.0,421.0,3.1,,Lisboa,416.0,Pastel Nata,188.0,56.31,76.2,5.0
6200,75.0,43,0,99.2,36.0,9.0,96.0,3.5,,Porto,109.0,,222.0,74.52,18.2,5.7
6201,62.0,23,32,99.9,28.0,10.0,115.0,3.1,,Lisboa,116.0,N/A,209.0,34.7,36.3,4.2
6202,58.0,22,25,97.2,53.0,10.0,188.0,3.2,,Lisboa,186.0,Pastel De Nata,212.0,42.54,73.4,5.1
6203,79.0,19,29,103.6,118.0,11.0,230.0,3.3,,Lisboa,243.0,Pastel De Nata,174.0,37.99,14.2,3.8
6204,60.0,40,8,100.0,22.0,9.0,87.0,3.4,,Porto,93.0,N/A,224.0,81.58,43.6,5.2
6205,73.0,24,47,102.2,83.0,11.0,317.0,3.1,,Lisboa,316.0,Pastel de Nata,241.0,48.82,22.8,6.5
6206,56.0,28,15,95.7,64.0,12.0,173.0,3.3,,Lisboa,182.0,N/A,212.0,27.85,19.5,5.6
6207,61.0,25,19,96.9,101.0,9.0,344.0,3.3,,Lisboa,339.0,Pastel De Nata,187.0,44.44,126.3,4.1
6208,71.0,36,55,100.3,24.0,11.0,108.0,3.1,,Porto,84.0,,385.0,75.68,27.4,6.9
6209,63.0,42,0,98.5,40.0,13.0,107.0,3.8,,Porto,91.0,Pastel de Nata,154.0,79.85,22.0,6.0
6210,70.0,26,19,97.2,70.0,9.0,239.0,2.9,,Lisboa,244.0,,210.0,87.13,35.8,4.4
6211,56.0,22,34,96.2,22.0,11.0,255.0,3.2,,Lisboa,245.0,Pastel Nata,212.0,45.26,11.8,4.4
6212,68.0,27,21,98.0,47.0,9.0,110.0,3.3,,,117.0,Pastel de Nata,246.0,77.87,16.9,6.2
6213,63.0,20,49,98.1,102.0,9.0,294.0,3.2,,Lisboa,281.0,N/A,190.0,42.14,113.5,4.4
6214,52.0,28,56,101.0,48.0,12.0,115.0,3.4,,Porto,102.0,Pastel de Nata,180.0,240.24,21.5,10.0
6215,62.0,20,27,95.0,103.0,9.0,275.0,3.0,,LISBOA,272.0,Pastel de nata,225.0,61.6,113.6,5.9
6216,74.0,20,34,98.0,69.0,10.0,213.0,3.5,,Lisboa,228.0,Pastel de nata,222.0,37.19,20.8,8.0
6217,47.0,20,39,97.2,48.0,11.0,186.0,3.1,,Lisboa,182.0,Pastel de nata,243.0,36.53,19.7,5.5
6218,75.0,17,35,98.1,24.0,10.0,138.0,3.4,,Lisboa,122.0,Pastel de nata,264.0,42.09,11.1,3.9
6219,48.0,17,41,97.5,42.0,12.0,196.0,3.2,,Lisboa,180.0,Pastel De Nata,203.0,36.28,17.0,4.0
6220,56.0,23,47,101.6,40.0,10.0,87.0,3.5,,Porto,99.0,Pastel de nata,283.0,91.23,26.5,9.0
6221,67.0,27,29,98.9,91.0,10.0,284.0,3.5,,Lisboa,301.0,N/A,219.0,49.35,85.2,6.3
6222,57.0,30,28,98.9,65.0,11.0,198.0,3.2,,Lisboa,196.0,Pastel de nata,209.0,43.61,27.9,4.3
6223,74.0,25,41,100.8,100.0,9.0,354.0,3.2,,Lisboa,365.0,,241.0,44.55,146.4,6.2
6224,47.0,21,36,99.0,97.0,10.0,214.0,3.4,,Lisboa,218.0,,216.0,37.82,11.9,3.4
6225,67.0,26,19,97.9,61.0,8.0,290.0,3.1,,Lisboa,294.0,Pastel Nata,174.0,46.19,163.6,4.6
6226,41.0,23,23,96.3,101.0,11.0,273.0,3.7,,Lisboa,278.0,,148.0,38.83,27.0,7.9
6227,57.0,28,33,96.9,127.0,13.0,210.0,3.2,,Lisboa,230.0,Pastel de nata,212.0,18.55,43.0,3.5
6228,79.0,33,43,98.7,48.0,10.0,299.0,3.0,,Lisboa,319.0,,238.0,174.46,104.1,6.2
6229,43.0,28,29,99.9,50.0,13.0,221.0,3.4,,,237.0,Pastel de nata,196.0,38.23,52.7,7.5
6230,41.0,23,36,96.6,111.0,11.0,221.0,3.2,,Lisboa,225.0,Pastel de Nata,252.0,49.29,104.0,5.0
6231,54.0,26,42,103.1,55.0,9.0,262.0,3.3,,Lisboa,238.0,Pastel De Nata,249.0,46.26,88.2,4.7
6232,78.0,42,26,97.8,20.0,10.0,104.0,3.3,,Porto,103.0,Pastel de nata,281.0,98.59,20.5,4.1
6233,73.0,21,47,97.4,50.0,11.0,239.0,3.1,,Lisboa,250.0,Pastel Nata,240.0,46.38,24.1,4.8
6234,57.0,19,31,98.2,78.0,10.0,225.0,3.0,,Lisboa,232.0,N/A,193.0,41.57,15.0,4.7
6235,45.0,17,30,95.9,118.0,11.0,257.0,3.4,,Lisboa,251.0,Pastel de Nata,179.0,34.26,12.6,3.5
6236,76.0,28,36,,115.0,9.0,293.0,3.2,,,276.0,Pastel de Nata,193.0,182.9,68.6,4.2
6237,79.0,21,23,101.1,83.0,8.0,217.0,3.1,,Lisboa,226.0,Pastel Nata,192.0,47.72,175.1,4.8
6238,65.0,27,43,100.5,26.0,11.0,84.0,3.4,,Porto,79.0,Pastel de nata,238.0,88.98,19.9,6.0
6239,58.0,31,34,99.2,64.0,12.0,200.0,3.1,,Lisboa,198.0,,233.0,33.27,75.1,4.2
6240,77.0,36,28,96.3,38.0,12.0,76.0,3.3,,Porto,87.0,Pastel De Nata,206.0,67.57,20.9,6.4
6241,44.0,24,33,96.1,50.0,11.0,232.0,3.2,,Lisboa,222.0,Pastel de nata,208.0,38.81,9.1,5.1
6242,75.0,21,22,102.3,44.0,10.0,193.0,3.4,,Lisboa,205.0,N/A,225.0,45.83,16.0,5.3
6243,46.0,37,12,101.5,60.0,11.0,109.0,3.5,,Porto,104.0,Pastel De Nata,196.0,118.94,23.6,7.2
6244,48.0,18,31,95.1,77.0,9.0,307.0,2.9,,lisboa,300.0,,233.0,55.0,142.2,4.7
6245,45.0,34,48,95.0,22.0,13.0,128.0,3.3,,Porto ,122.0,Pastel de nata,393.0,78.33,42.3,7.1
6246,65.0,23,38,97.1,32.0,13.0,135.0,3.3,,Lisboa,125.0,Pastel De Nata,170.0,26.28,9.2,3.3
6247,64.0,45,8,97.1,38.0,10.0,94.0,3.4,,Porto,90.0,Pastel de Nata,195.0,103.52,25.8,
6248,50.0,23,42,99.7,94.0,12.0,207.0,3.0,,Lisboa,225.0,Pastel Nata,180.0,36.25,12.8,6.5
6249,73.0,24,42,96.8,104.0,9.0,388.0,3.2,,lisboa,391.0,Pastel de Nata,193.0,54.38,88.4,5.1
6250,79.0,23,55,98.8,130.0,9.0,285.0,3.0,,Lisboa,295.0,Pastel de nata,217.0,47.3,131.3,4.4
6251,57.0,28,27,98.5,51.0,12.0,220.0,3.4,,Lisboa,208.0,,187.0,25.01,26.5,6.5
6252,55.0,41,60,97.2,24.0,10.0,106.0,3.1,,porto,113.0,Pastel de Nata,385.0,82.25,58.3,6.9
6253,43.0,23,19,100.0,110.0,9.0,333.0,3.2,,Lisboa,343.0,Pastel de Nata,178.0,56.16,70.2,4.5
6254,78.0,31,28,97.9,62.0,13.0,234.0,3.4,,Lisboa,242.0,,172.0,37.25,22.6,4.8
6255,74.0,19,42,94.0,123.0,10.0,291.0,3.1,,lisboa,261.0,Pastel de Nata,226.0,52.87,114.0,4.7
6256,44.0,20,25,97.2,44.0,12.0,186.0,3.2,,Lisboa,170.0,,216.0,21.85,17.8,4.8
6257,64.0,44,32,99.4,81.0,10.0,202.0,3.3,,Porto,203.0,,217.0,71.7,22.1,4.9
6258,76.0,35,12,96.9,18.0,9.0,63.0,3.3,,Porto,69.0,,220.0,163.03,19.3,8.5
6259,77.0,20,52,98.3,40.0,11.0,226.0,3.2,,Lisboa,216.0,Pastel de Nata,219.0,36.59,68.6,3.8
6260,79.0,22,30,98.3,58.0,11.0,199.0,3.0,,Lisboa,199.0,,218.0,31.17,26.5,5.6
6261,67.0,35,34,99.7,44.0,10.0,194.0,3.4,,Porto,202.0,,224.0,68.36,60.2,8.0
6262,76.0,21,28,95.9,85.0,11.0,380.0,3.2,,Lisboa,384.0,Pastel De Nata,220.0,42.74,87.2,5.5
6263,52.0,25,33,98.5,73.0,12.0,271.0,3.1,,Lisboa,270.0,Pastel Nata,251.0,31.08,45.9,4.6
6264,77.0,17,30,99.4,62.0,9.0,202.0,3.4,,Lisboa,200.0,N/A,171.0,45.41,55.0,4.5
6265,45.0,29,21,98.8,24.0,9.0,124.0,3.3,,Porto ,104.0,Pastel De Nata,225.0,77.39,20.1,4.8
6266,64.0,20,45,97.3,58.0,11.0,214.0,3.1,,Lisboa,216.0,,217.0,57.66,9.9,3.3
6267,48.0,25,33,100.0,78.0,11.0,178.0,3.4,,Lisboa,189.0,Pastel Nata,193.0,44.96,19.4,6.7
6268,46.0,31,23,95.6,105.0,9.0,275.0,3.2,,,267.0,,192.0,155.37,49.8,4.8
6269,74.0,32,1,95.7,60.0,12.0,217.0,3.4,,Lisboa,204.0,Pastel De Nata,156.0,15.95,15.2,3.7
6270,73.0,17,33,100.8,90.0,10.0,216.0,3.2,,lisboa,238.0,N/A,221.0,60.86,93.6,4.0
6271,60.0,29,28,97.5,67.0,12.0,158.0,3.2,,Lisboa,170.0,Pastel Nata,202.0,28.85,40.6,4.5
6272,58.0,24,33,100.4,60.0,11.0,326.0,3.3,,Lisboa,324.0,Pastel de Nata,199.0,39.9,13.6,4.7
6273,44.0,22,29,100.5,120.0,9.0,369.0,3.1,,Lisboa,354.0,Pastel de nata,221.0,57.15,136.7,3.8
6274,69.0,28,3,101.9,67.0,9.0,209.0,3.2,,Lisboa,226.0,Pastel de Nata,184.0,61.68,12.1,5.4
6275,68.0,31,32,97.6,65.0,9.0,274.0,3.2,,Lisboa,280.0,Pastel De Nata,204.0,44.07,99.9,5.1
6276,60.0,21,26,97.1,78.0,9.0,224.0,3.0,,Lisboa,229.0,N/A,148.0,29.69,116.5,5.2
6277,74.0,19,27,95.9,91.0,9.0,259.0,3.3,,Lisboa,261.0,Pastel De Nata,193.0,40.25,14.0,7.1
6278,61.0,24,18,99.0,66.0,10.0,229.0,3.1,,Lisboa,224.0,Pastel de nata,219.0,46.8,16.3,4.3
6279,68.0,20,29,97.8,98.0,9.0,325.0,3.4,,Lisboa,331.0,Pastel de nata,209.0,71.15,75.0,5.8
6280,60.0,24,28,99.0,99.0,9.0,266.0,3.1,,Lisboa,274.0,Pastel de Nata,190.0,42.24,110.3,4.8
6281,58.0,28,50,98.7,124.0,9.0,349.0,3.1,,Lisboa,324.0,N/A,220.0,42.99,130.8,4.8
6282,64.0,25,38,100.4,40.0,12.0,194.0,3.1,,Lisboa,182.0,Pastel de Nata,229.0,25.6,42.1,4.9
6283,60.0,30,25,99.8,59.0,10.0,214.0,3.4,,Lisboa,218.0,Pastel De Nata,189.0,46.44,136.4,5.5
6284,71.0,21,30,97.9,133.0,11.0,288.0,3.0,,Lisboa,276.0,Pastel de Nata,208.0,33.99,26.8,5.6
6285,67.0,18,44,95.6,86.0,9.0,244.0,3.4,,Lisboa,235.0,Pastel Nata,185.0,38.89,15.7,4.9
6286,65.0,30,20,99.0,28.0,10.0,210.0,3.2,,Lisboa,226.0,,223.0,46.24,35.7,4.0
